1673889;926670;Фотокамера цифровая Samsung EC-PL80 ZZBPBRU;0000040331591;8806386931028;0;0;7;CK_6;64- 016-0;11
1673889;918633;Карта памяти SD 16 GB Transcend SDHC 16 GB;2000009186338;0760557815723;0760557816522;0;0;CK_6;75- 028-2;3
1673889;927238;Фотокамера цифровая Samsung EC-PL80 ZZBPBRU + Карта SD 16Gb;2000009272383;0;0;0;0;CK_5;;5
